mode,name,u,epoch,nr,gm_ms,v2_ms,gm_status,v2_status,mu_error,jac_error,topology_ms,seed_ms,connection_ms,transport_ms,arc_ms,reseed_ms,seeds,nodes,transported,connection_attempts,connection_failed,steps,rejected
warm,cusp-approach,0.5,1,64,233.757238,0.984730,0,0,2.664269e-16,0.000000e+00,0.353739,0.338361,227.415178,4.561184,0.965425,0,5,320,320,410,0,410,0
cold,on-axis-off,0.0,0,64,1.320952,1.131472,0,0,7.359846e-16,0.000000e+00,1.001549,0.000000,0.000000,0.000000,0.310603,0,0,0,0,0,0,0,0
cold,on-axis-off,0.0,1,64,1.693615,1.178394,4,8,5.519819e-16,0.000000e+00,1.231978,0.000000,0.000000,0.000000,0.451270,0,0,0,0,0,0,0,0
warm_init,on-axis-off,0.0,0,64,1.306335,1.125400,0,0,7.359846e-16,0.000000e+00,0.988515,0.000000,0.000000,0.000000,0.309083,0,0,0,0,0,0,0,0
warm,on-axis-off,0.0,1,64,2.052729,1.410681,4,8,5.519819e-16,0.000000e+00,1.003558,0.000000,0.000000,0.000000,1.038721,0,0,0,0,0,0,0,0
cold,on-axis-off,0.5,0,64,326.449115,1.609079,0,0,4.141294e-15,0.000000e+00,0.987350,0.478528,318.118625,6.390713,0.311156,0,7,448,448,574,0,574,0
cold,on-axis-off,0.5,1,64,373.476200,1.739989,4,8,3.773134e-15,0.000000e+00,1.209863,0.549591,363.793610,7.289025,0.447819,0,8,512,512,656,0,656,0
warm_init,on-axis-off,0.5,0,64,326.502012,1.604196,0,0,4.141294e-15,0.000000e+00,0.994247,0.474224,318.168141,6.387506,0.313668,0,7,448,448,574,0,574,0
warm,on-axis-off,0.5,1,64,373.960824,1.922865,4,8,3.773134e-15,0.000000e+00,1.013898,0.541957,363.868864,7.320374,1.029196,0,8,512,512,656,0,656,0
cold,R=sqrt(m0),0.0,0,64,0.666422,0.574260,0,0,9.298880e-16,0.000000e+00,0.488029,0.000000,0.000000,0.000000,0.171156,0,0,0,0,0,0,0,0
cold,R=sqrt(m0),0.0,1,64,0.617537,0.570322,0,0,1.766791e-15,0.000000e+00,0.450020,0.000000,0.000000,0.000000,0.160223,0,0,0,0,0,0,0,0
warm_init,R=sqrt(m0),0.0,0,64,0.645972,0.566516,0,0,9.298880e-16,0.000000e+00,0.467551,0.000000,0.000000,0.000000,0.171287,0,0,0,0,0,0,0,0
warm,R=sqrt(m0),0.0,1,64,0.654213,0.539455,0,0,1.766791e-15,0.000000e+00,0.322599,0.000000,0.000000,0.000000,0.324355,0,0,0,0,0,0,0,0
cold,R=sqrt(m0),0.5,0,64,186.589420,0.854776,0,0,1.208866e-15,0.000000e+00,0.470416,0.271411,181.931824,3.648430,0.170919,0,4,256,256,328,0,328,0
cold,R=sqrt(m0),0.5,1,64,186.567327,0.841385,0,0,1.301858e-15,0.000000e+00,0.436710,0.271503,181.955804,3.647605,0.159714,0,4,256,256,328,0,328,0
warm_init,R=sqrt(m0),0.5,0,64,186.643422,0.834708,0,0,1.208866e-15,0.000000e+00,0.461835,0.278143,181.985525,3.645267,0.176516,0,4,256,256,328,0,328,0
warm,R=sqrt(m0),0.5,1,64,186.732555,0.827467,0,0,1.301858e-15,0.000000e+00,0.330136,0.271383,182.073223,3.644722,0.315992,0,4,256,256,328,0,328,0
cold,tiny-rho,0.0,0,64,1.523183,1.069677,0,0,3.275728e-15,0.000000e+00,1.318750,0.000000,0.000000,0.000000,0.197116,0,0,0,0,0,0,0,0
cold,tiny-rho,0.0,1,64,1.347284,1.084234,0,0,1.310380e-14,0.000000e+00,1.149820,0.000000,0.000000,0.000000,0.190252,0,0,0,0,0,0,0,0
warm_init,tiny-rho,0.0,0,64,1.491460,1.058400,0,0,3.275728e-15,0.000000e+00,1.297969,0.000000,0.000000,0.000000,0.186316,0,0,0,0,0,0,0,0
warm,tiny-rho,0.0,1,64,1.159678,0.972940,0,0,1.310380e-14,0.000000e+00,0.803659,0.000000,0.000000,0.000000,0.348825,0,0,0,0,0,0,0,0
cold,tiny-rho,0.5,0,64,187.702766,1.376223,0,0,6.189837e-15,0.000000e+00,1.293173,0.271153,182.201138,3.660199,0.181302,0,4,256,256,328,0,328,0
cold,tiny-rho,0.5,1,64,187.508844,1.396066,0,0,1.159763e-13,0.000000e+00,1.147345,0.271431,182.136441,3.666969,0.191116,0,4,256,256,328,0,328,0
warm_init,tiny-rho,0.5,0,64,187.614452,1.377004,0,0,6.189837e-15,0.000000e+00,1.303246,0.271349,182.129390,3.629247,0.185371,0,4,256,256,328,0,328,0
warm,tiny-rho,0.5,1,64,187.145739,1.279640,0,0,1.159763e-13,0.000000e+00,0.809983,0.270916,181.962943,3.669184,0.331686,0,4,256,256,328,0,328,0
cold,caustic-cross,0.0,0,64,1.551790,1.090594,0,0,2.695765e-15,0.000000e+00,1.054370,0.000000,0.000000,0.000000,0.488574,0,0,0,0,0,0,0,0
cold,caustic-cross,0.0,1,64,1.384715,0.982370,0,0,1.186045e-15,0.000000e+00,0.828310,0.000000,0.000000,0.000000,0.544554,0,0,0,0,0,0,0,0
warm_init,caustic-cross,0.0,0,64,1.542511,1.083107,0,0,2.695765e-15,0.000000e+00,1.044132,0.000000,0.000000,0.000000,0.489550,0,0,0,0,0,0,0,0
warm,caustic-cross,0.0,1,64,10.177857,9.661305,0,0,1.186045e-15,0.000000e+00,9.420297,0.000000,0.000000,0.000000,0.745363,0,0,0,0,0,0,0,0
cold,caustic-cross,0.5,0,64,847.240610,1.535970,0,0,1.909523e-08,0.000000e+00,1.073065,0.408025,797.567466,47.445142,0.484789,0,6,384,384,1438,0,1438,2924
cold,caustic-cross,0.5,1,64,940.119288,1.567633,0,0,1.907330e-08,0.000000e+00,0.832078,0.542029,888.505760,49.370764,0.559099,0,8,512,512,1602,0,1602,2924
warm_init,caustic-cross,0.5,0,64,846.621670,1.526827,0,0,1.909523e-08,0.000000e+00,1.057861,0.407780,796.892272,47.509846,0.481136,0,6,384,384,1438,0,1438,2924
warm,caustic-cross,0.5,1,64,948.880021,10.217280,0,0,1.907330e-08,0.000000e+00,9.396504,0.545945,888.403231,49.473656,0.748755,0,8,512,512,1602,0,1602,2924
cold,extreme-q-lo,0.0,0,64,1.344728,1.167038,0,0,1.493675e-15,0.000000e+00,1.127418,0.000000,0.000000,0.000000,0.213075,0,0,0,0,0,0,0,0
cold,extreme-q-lo,0.0,1,64,1.381702,1.157908,0,0,2.489491e-16,0.000000e+00,1.169112,0.000000,0.000000,0.000000,0.208361,0,0,0,0,0,0,0,0
warm_init,extreme-q-lo,0.0,0,64,1.303768,1.140590,0,0,1.493675e-15,0.000000e+00,1.088813,0.000000,0.000000,0.000000,0.210858,0,0,0,0,0,0,0,0
warm,extreme-q-lo,0.0,1,64,1.256247,1.078803,0,0,2.489491e-16,0.000000e+00,1.031146,0.000000,0.000000,0.000000,0.220866,0,0,0,0,0,0,0,0
cold,extreme-q-lo,0.5,0,64,94.268152,1.266455,0,0,2.074559e-15,0.000000e+00,1.079666,0.135676,90.959060,1.828637,0.216266,0,2,128,128,164,0,164,0
cold,extreme-q-lo,0.5,1,64,94.365651,1.271763,0,0,5.808840e-16,0.000000e+00,1.144891,0.135465,90.992680,1.837440,0.205937,0,2,128,128,164,0,164,0
warm_init,extreme-q-lo,0.5,0,64,94.269453,1.272948,0,0,2.074559e-15,0.000000e+00,1.082022,0.135857,90.961513,1.830403,0.210760,0,2,128,128,164,0,164,0
warm,extreme-q-lo,0.5,1,64,94.266541,1.169084,0,0,5.808840e-16,0.000000e+00,1.031215,0.135514,91.022247,1.813920,0.213922,0,2,128,128,164,0,164,0
cold,extreme-q-planet,0.0,0,64,1.788430,1.408799,0,0,4.682297e-16,0.000000e+00,1.169631,0.000000,0.000000,0.000000,0.608410,0,0,0,0,0,0,0,0
cold,extreme-q-planet,0.0,1,64,1.812174,1.402374,0,0,2.060257e-15,0.000000e+00,1.185426,0.000000,0.000000,0.000000,0.616442,0,0,0,0,0,0,0,0
warm_init,extreme-q-planet,0.0,0,64,1.773890,1.400898,0,0,4.682297e-16,0.000000e+00,1.148422,0.000000,0.000000,0.000000,0.615170,0,0,0,0,0,0,0,0
warm,extreme-q-planet,0.0,1,64,1.838589,1.420125,0,0,2.060257e-15,0.000000e+00,1.074004,0.000000,0.000000,0.000000,0.754177,0,0,0,0,0,0,0,0
cold,extreme-q-planet,0.5,0,64,405.988825,1.816102,0,0,4.028665e-15,0.000000e+00,1.145369,0.406947,392.189056,11.463120,0.618671,0,6,384,384,707,0,707,330
cold,extreme-q-planet,0.5,1,64,405.824404,1.817853,0,0,6.089976e-15,0.000000e+00,1.181754,0.410793,392.017978,11.431574,0.616833,0,6,384,384,707,0,707,330
warm_init,extreme-q-planet,0.5,0,64,405.897479,1.799049,0,0,4.028665e-15,0.000000e+00,1.155814,0.407187,392.103458,11.457286,0.608034,0,6,384,384,707,0,707,330
warm,extreme-q-planet,0.5,1,64,405.857198,1.829221,0,0,6.089976e-15,0.000000e+00,1.069801,0.407066,392.021793,11.436212,0.756480,0,6,384,384,707,0,707,330
cold,very-wide,0.0,0,64,0.997917,0.781176,0,0,0.000000e+00,0.000000e+00,0.786963,0.000000,0.000000,0.000000,0.206721,0,0,0,0,0,0,0,0
cold,very-wide,0.0,1,64,0.993578,0.772864,0,0,2.190304e-16,0.000000e+00,0.780374,0.000000,0.000000,0.000000,0.209160,0,0,0,0,0,0,0,0
warm_init,very-wide,0.0,0,64,0.981162,0.765633,0,0,0.000000e+00,0.000000e+00,0.761840,0.000000,0.000000,0.000000,0.215220,0,0,0,0,0,0,0,0
warm,very-wide,0.0,1,64,0.887110,0.667732,0,0,2.190304e-16,0.000000e+00,0.660033,0.000000,0.000000,0.000000,0.223001,0,0,0,0,0,0,0,0
cold,very-wide,0.5,0,64,93.960615,0.908189,0,0,0.000000e+00,0.000000e+00,0.760764,0.135821,90.969352,1.831681,0.213708,0,2,128,128,164,0,164,0
cold,very-wide,0.5,1,64,93.927141,0.897820,0,0,1.095152e-16,0.000000e+00,0.775455,0.135443,90.928859,1.829328,0.209183,0,2,128,128,164,0,164,0
warm_init,very-wide,0.5,0,64,93.904347,0.893435,0,0,0.000000e+00,0.000000e+00,0.756936,0.135799,90.931894,1.816512,0.213065,0,2,128,128,164,0,164,0
warm,very-wide,0.5,1,64,93.833494,0.793606,0,0,1.095152e-16,0.000000e+00,0.649189,0.135448,90.951060,1.826158,0.222227,0,2,128,128,164,0,164,0
cold,very-close,0.0,0,64,4.061699,1.281320,0,0,4.079883e-16,0.000000e+00,0.870572,0.000000,0.000000,0.000000,3.176063,0,0,0,0,0,0,0,0
cold,very-close,0.0,1,64,5.148330,1.278258,0,0,5.442430e-16,0.000000e+00,0.722256,0.000000,0.000000,0.000000,4.410601,0,0,0,0,0,0,0,0
warm_init,very-close,0.0,0,64,4.108809,1.267971,0,0,4.079883e-16,0.000000e+00,0.876728,0.000000,0.000000,0.000000,3.216528,0,0,0,0,0,0,0,0
warm,very-close,0.0,1,64,5.175979,1.214730,0,0,5.442430e-16,0.000000e+00,0.685894,0.000000,0.000000,0.000000,4.474749,0,0,0,0,0,0,0,0
cold,very-close,0.5,0,64,2246.513308,2.215149,0,0,5.845087e-09,0.000000e+00,0.881066,0.884738,2114.269843,126.631363,3.188180,0,13,832,832,3812,0,3812,7804
cold,very-close,0.5,1,64,2252.703318,2.226829,0,0,6.472398e-09,0.000000e+00,0.718263,0.880555,2118.802323,127.238843,4.384510,0,13,832,832,3820,0,3820,7838
warm_init,very-close,0.5,0,64,2246.646001,2.212820,0,0,5.845087e-09,0.000000e+00,0.876032,0.905310,2114.308459,126.720067,3.186080,0,13,832,832,3812,0,3812,7804
warm,very-close,0.5,1,64,2252.282188,2.177335,0,0,6.472398e-09,0.000000e+00,0.678109,0.887091,2118.585124,127.047581,4.431385,0,13,832,832,3820,0,3820,7838
cold,fold-tangent,0.0,0,64,0.971459,0.793832,0,0,1.254418e-16,0.000000e+00,0.540928,0.000000,0.000000,0.000000,0.416997,0,0,0,0,0,0,0,0
cold,fold-tangent,0.0,1,64,0.998422,0.773251,0,0,6.271355e-16,0.000000e+00,0.555338,0.000000,0.000000,0.000000,0.429586,0,0,0,0,0,0,0,0
warm_init,fold-tangent,0.0,0,64,0.955028,0.783908,0,0,1.254418e-16,0.000000e+00,0.531145,0.000000,0.000000,0.000000,0.410568,0,0,0,0,0,0,0,0
warm,fold-tangent,0.0,1,64,1.076734,0.717681,0,0,6.271355e-16,0.000000e+00,0.431619,0.000000,0.000000,0.000000,0.631630,0,0,0,0,0,0,0,0
cold,fold-tangent,0.5,0,64,465.723654,1.536997,0,0,1.382934e-14,0.000000e+00,0.513199,0.690743,454.786294,9.072480,0.425477,0,10,640,640,820,0,820,0
cold,fold-tangent,0.5,1,64,465.819681,1.517540,0,0,1.219253e-14,0.000000e+00,0.569355,0.690290,454.728974,9.167547,0.422623,0,10,640,640,820,0,820,0
warm_init,fold-tangent,0.5,0,64,465.617456,1.531597,0,0,1.382934e-14,0.000000e+00,0.530404,0.676431,454.633284,9.106759,0.434735,0,10,640,640,820,0,820,0
warm,fold-tangent,0.5,1,64,465.749223,1.468370,0,0,1.219253e-14,0.000000e+00,0.437485,0.676908,454.681970,9.082737,0.628720,0,10,640,640,820,0,820,0
cold,rand000,0.0,0,64,1.002388,0.949086,0,0,2.266450e-16,0.000000e+00,0.826336,0.000000,0.000000,0.000000,0.168764,0,0,0,0,0,0,0,0
cold,rand000,0.0,1,64,0.987865,0.938849,0,0,9.821129e-16,0.000000e+00,0.822094,0.000000,0.000000,0.000000,0.158518,0,0,0,0,0,0,0,0
warm_init,rand000,0.0,0,64,0.981870,0.928538,0,0,2.266450e-16,0.000000e+00,0.806618,0.000000,0.000000,0.000000,0.168071,0,0,0,0,0,0,0,0
warm,rand000,0.0,1,64,0.908110,0.826562,0,0,9.821129e-16,0.000000e+00,0.690484,0.000000,0.000000,0.000000,0.210324,0,0,0,0,0,0,0,0
cold,rand000,0.5,0,64,186.945274,1.239730,0,0,2.266487e-16,0.000000e+00,0.799557,0.270607,181.970328,3.640433,0.168622,0,4,256,256,328,0,328,0
cold,rand000,0.5,1,64,186.886410,1.238566,0,0,4.532904e-16,0.000000e+00,0.812392,0.270425,181.912702,3.635629,0.159550,0,4,256,256,328,0,328,0
warm_init,rand000,0.5,0,64,186.899384,1.229075,0,0,2.266487e-16,0.000000e+00,0.812375,0.271052,181.902589,3.649108,0.168953,0,4,256,256,328,0,328,0
warm,rand000,0.5,1,64,186.890034,1.131040,0,0,4.532904e-16,0.000000e+00,0.700860,0.271404,181.974371,3.645277,0.202617,0,4,256,256,328,0,328,0
cold,rand001,0.0,0,64,0.747370,0.700207,0,0,3.110879e-16,0.000000e+00,0.617170,0.000000,0.000000,0.000000,0.124489,0,0,0,0,0,0,0,0
cold,rand001,0.0,1,64,0.710525,0.686916,0,0,1.555624e-16,0.000000e+00,0.607159,0.000000,0.000000,0.000000,0.097784,0,0,0,0,0,0,0,0
warm_init,rand001,0.0,0,64,0.719077,0.684420,0,0,3.110879e-16,0.000000e+00,0.596530,0.000000,0.000000,0.000000,0.116978,0,0,0,0,0,0,0,0
warm,rand001,0.0,1,64,0.587739,0.558796,0,0,1.555624e-16,0.000000e+00,0.484863,0.000000,0.000000,0.000000,0.097329,0,0,0,0,0,0,0,0
cold,rand001,0.5,0,64,140.211713,0.902662,0,0,0.000000e+00,0.000000e+00,0.596611,0.210948,136.494041,2.720684,0.117615,0,3,192,192,246,0,246,0
cold,rand001,0.5,1,64,140.211096,0.886778,0,0,3.112629e-16,0.000000e+00,0.599742,0.203230,136.471770,2.766604,0.098021,0,3,192,192,246,0,246,0
warm_init,rand001,0.5,0,64,140.204986,0.892427,0,0,0.000000e+00,0.000000e+00,0.596857,0.202998,136.474076,2.741821,0.117363,0,3,192,192,246,0,246,0
warm,rand001,0.5,1,64,140.024555,0.773046,0,0,3.112629e-16,0.000000e+00,0.478534,0.203204,136.437758,2.734601,0.098263,0,3,192,192,246,0,246,0
cold,rand002,0.0,0,64,1.156049,1.092747,0,0,6.259445e-16,0.000000e+00,0.979206,0.000000,0.000000,0.000000,0.166749,0,0,0,0,0,0,0,0
cold,rand002,0.0,1,64,1.126088,1.075029,0,0,2.503506e-16,0.000000e+00,0.963396,0.000000,0.000000,0.000000,0.158610,0,0,0,0,0,0,0,0
warm_init,rand002,0.0,0,64,1.132884,1.075781,0,0,6.259445e-16,0.000000e+00,0.962757,0.000000,0.000000,0.000000,0.165917,0,0,0,0,0,0,0,0
warm,rand002,0.0,1,64,1.013559,0.966236,0,0,2.503506e-16,0.000000e+00,0.848822,0.000000,0.000000,0.000000,0.160471,0,0,0,0,0,0,0,0
cold,rand002,0.5,0,64,94.074310,1.229560,0,0,2.504263e-16,0.000000e+00,0.974304,0.137149,90.934144,1.812509,0.167632,0,2,128,128,164,0,164,0
cold,rand002,0.5,1,64,94.119621,1.226847,0,0,6.259978e-16,0.000000e+00,0.963157,0.135891,91.001977,1.811489,0.158567,0,2,128,128,164,0,164,0
warm_init,rand002,0.5,0,64,94.070182,1.232555,0,0,2.504263e-16,0.000000e+00,0.956823,0.135651,90.953308,1.809817,0.165922,0,2,128,128,164,0,164,0
warm,rand002,0.5,1,64,93.942383,1.115684,0,0,6.259978e-16,0.000000e+00,0.850668,0.136001,90.910136,1.832082,0.165019,0,2,128,128,164,0,164,0
cold,rand003,0.0,0,64,1.942528,0.925390,0,0,1.407112e-16,0.000000e+00,0.764319,0.000000,0.000000,0.000000,1.170734,0,0,0,0,0,0,0,0
cold,rand003,0.0,1,64,1.893020,0.919723,0,0,0.000000e+00,0.000000e+00,0.777239,0.000000,0.000000,0.000000,1.108412,0,0,0,0,0,0,0,0
warm_init,rand003,0.0,0,64,1.917192,0.907190,0,0,1.407112e-16,0.000000e+00,0.741778,0.000000,0.000000,0.000000,1.168199,0,0,0,0,0,0,0,0
warm,rand003,0.0,1,64,1.722941,0.841285,0,0,0.000000e+00,0.000000e+00,0.607406,0.000000,0.000000,0.000000,1.108377,0,0,0,0,0,0,0,0
cold,rand003,0.5,0,64,222.339153,1.217877,0,0,3.524899e-15,0.000000e+00,0.743175,0.272908,215.058660,4.987929,1.170491,0,4,256,256,388,0,388,60
cold,rand003,0.5,1,64,222.426278,1.211931,0,0,8.739093e-15,0.000000e+00,0.763962,0.271450,215.210245,4.970085,1.108964,0,4,256,256,388,0,388,60
warm_init,rand003,0.5,0,64,222.427688,1.204046,0,0,3.524899e-15,0.000000e+00,0.741579,0.271393,215.175448,4.963528,1.168581,0,4,256,256,388,0,388,60
warm,rand003,0.5,1,64,222.275677,1.131996,0,0,8.739093e-15,0.000000e+00,0.617566,0.271159,215.230473,4.940263,1.113924,0,4,256,256,388,0,388,60
cold,rand004,0.0,0,64,1.201599,0.691315,0,0,1.853993e-16,0.000000e+00,1.082078,0.000000,0.000000,0.000000,0.113814,0,0,0,0,0,0,0,0
cold,rand004,0.0,1,64,1.211686,0.662220,0,0,1.854053e-16,0.000000e+00,1.074211,0.000000,0.000000,0.000000,0.131909,0,0,0,0,0,0,0,0
warm_init,rand004,0.0,0,64,1.170688,0.676719,0,0,1.853993e-16,0.000000e+00,1.052420,0.000000,0.000000,0.000000,0.112726,0,0,0,0,0,0,0,0
warm,rand004,0.0,1,64,0.746730,0.605688,0,0,1.854053e-16,0.000000e+00,0.551035,0.000000,0.000000,0.000000,0.190095,0,0,0,0,0,0,0,0
cold,rand004,0.5,0,64,140.647325,0.900265,0,0,1.854165e-16,0.000000e+00,1.053817,0.204957,136.466211,2.732963,0.116519,0,3,192,192,246,0,246,0
cold,rand004,0.5,1,64,140.658100,0.875217,0,0,3.708448e-16,0.000000e+00,1.074687,0.203776,136.460019,2.722075,0.125568,0,3,192,192,246,0,246,0
warm_init,rand004,0.5,0,64,140.647347,0.890214,0,0,1.854165e-16,0.000000e+00,1.049538,0.203282,136.471838,2.732099,0.113093,0,3,192,192,246,0,246,0
warm,rand004,0.5,1,64,140.145405,0.824711,0,0,3.708448e-16,0.000000e+00,0.556333,0.203393,136.376031,2.746671,0.190850,0,3,192,192,246,0,246,0
cold,rand005,0.0,0,64,0.864980,0.837910,0,0,1.798665e-16,0.000000e+00,0.791611,0.000000,0.000000,0.000000,0.069312,0,0,0,0,0,0,0,0
cold,rand005,0.0,1,64,1.043944,1.014608,0,0,0.000000e+00,0.000000e+00,0.969551,0.000000,0.000000,0.000000,0.070367,0,0,0,0,0,0,0,0
warm_init,rand005,0.0,0,64,0.852812,0.831213,0,0,1.798665e-16,0.000000e+00,0.779820,0.000000,0.000000,0.000000,0.068918,0,0,0,0,0,0,0,0
