# PF6 Phase 5 packet profile; timing requires GM6_PACKET_PROFILE=1
SUMMARY lane case u candidates built accepted rejected quality_rejected build_failed max_depth endpoint_root_ms algebraic_geometry_ms log_derivative_ms pfaffian_recurrence_ms quality_tail_ms accepted_ms rejected_ms
ARC lane case u arc_index cell_index cell_lo cell_hi radial_center theta_lo theta_hi event_gap_ratio nearest_event_kind xi_min_divisor chart2 constructions built accepted rejected quality_rejected build_failed max_depth accepted_node_sum accepted_node_min accepted_node_max node_failed first_failed_R first_failed_packet_center first_failed_packet_lo first_failed_packet_hi first_failed_block_lo first_failed_block_hi first_failed_phase_error first_failed_packet_tail construction_ms
ARC value_warm plan15 0.5 7 8 0.91110376604052135 1.0641740062861589 0.98763888616334006 1.1580974751342081 1.8085044789771461 0.49999999999999961 1 0.14799476955312046 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97300299999999995
ARC value_warm plan15 0.5 8 12 1.5177022757222824 1.5841307436547978 1.5509165096885402 6.193499097745268 6.2763367528163601 0.49999999999999833 1 0.029198681023134651 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97222199999999981
SUMMARY jac_cold plan15 0.5 275 275 130 145 145 0 12 0.95119200000000048 1.9537790000000013 1.4802169999999999 1.6517480000000007 0.25715400000000016 3.0124599999999999 3.358892
ARC jac_cold plan15 0.5 0 1 0.61086409822535603 0.68433118317205743 0.64759764069870673 6.0118910382730189 6.2651098949130546 0.5 1 0.076548129876983423 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0060469999999999
ARC jac_cold plan15 0.5 1 3 0.72464331388395575 0.77033249937298154 0.74748790662846865 3.5159870968678204 4.701736219657394 0.5 1 0.098685574297738235 1 25 25 12 13 13 0 12 64 1 21 0 nan nan nan nan nan nan nan nan 0.56738699999999997
ARC jac_cold plan15 0.5 2 4 0.77033249937298154 0.81649658092772603 0.79341454015035384 3.3057406182717228 5.3463054503961098 0.49999999999999878 4 0.33842982737686833 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.159218
ARC jac_cold plan15 0.5 3 5 0.81649658092772603 0.82684332504045766 0.82166995298409184 3.582124362724914 5.4256032194435591 0.5 4 0.10519600547298481 1 1 1 1 0 0 0 0 64 64 64 0 nan nan nan nan nan nan nan nan 0.022714999999999999
ARC jac_cold plan15 0.5 4 6 0.82684332504045766 0.89132878967498075 0.85908605735771926 4.4915917717757434 5.4281800631558434 0.49999999999999911 1 0.24098526703610287 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.60735899999999998
ARC jac_cold plan15 0.5 5 7 0.89132878967498075 0.91110376604052135 0.90121627785775105 1.4985145380321401 1.9500333096148104 0.5 1 0.03860025308895447 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0212329999999998
ARC jac_cold plan15 0.5 6 7 0.89132878967498075 0.91110376604052135 0.90121627785775105 5.019365941518263 5.3389557971596018 0.5 1 0.03629132271161209 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97554600000000002
ARC jac_cold plan15 0.5 7 8 0.91110376604052135 1.0641740062861589 0.98763888616334006 1.1580974751342081 1.8085044789771461 0.49999999999999961 1 0.14799476955312046 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97521700000000011
ARC jac_cold plan15 0.5 8 12 1.5177022757222824 1.5841307436547978 1.5509165096885402 6.193499097745268 6.2763367528163601 0.49999999999999833 1 0.029198681023134651 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0366299999999999
SUMMARY jac_warm plan15 0.5 275 275 130 145 145 0 12 0.93524899999999966 1.9482849999999994 1.4836589999999987 1.6449700000000003 0.25731400000000004 2.978067999999999 3.3678410000000008
ARC jac_warm plan15 0.5 0 1 0.61086409822535603 0.68433118317205743 0.64759764069870673 6.0118910382730189 6.2651098949130546 0.5 1 0.076548129876983423 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.9685069999999999
ARC jac_warm plan15 0.5 1 3 0.72464331388395575 0.77033249937298154 0.74748790662846865 3.5159870968678204 4.701736219657394 0.5 1 0.098685574297738235 1 25 25 12 13 13 0 12 64 1 21 0 nan nan nan nan nan nan nan nan 0.56576400000000004
ARC jac_warm plan15 0.5 2 4 0.77033249937298154 0.81649658092772603 0.79341454015035384 3.3057406182717228 5.3463054503961098 0.49999999999999878 4 0.33842982737686833 1 7 7 4 3 3 0 2 64 11 21 0 nan nan nan nan nan nan nan nan 0.15800199999999998
ARC jac_warm plan15 0.5 3 5 0.81649658092772603 0.82684332504045766 0.82166995298409184 3.582124362724914 5.4256032194435591 0.5 4 0.10519600547298481 1 1 1 1 0 0 0 0 64 64 64 0 nan nan nan nan nan nan nan nan 0.022752999999999999
ARC jac_warm plan15 0.5 4 6 0.82684332504045766 0.89132878967498075 0.85908605735771926 4.4915917717757434 5.4281800631558434 0.49999999999999911 1 0.24098526703610287 0 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.66975000000000007
ARC jac_warm plan15 0.5 5 7 0.89132878967498075 0.91110376604052135 0.90121627785775105 1.4985145380321401 1.9500333096148104 0.5 1 0.03860025308895447 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.98766399999999976
ARC jac_warm plan15 0.5 6 7 0.89132878967498075 0.91110376604052135 0.90121627785775105 5.019365941518263 5.3389557971596018 0.5 1 0.03629132271161209 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96726600000000007
ARC jac_warm plan15 0.5 7 8 0.91110376604052135 1.0641740062861589 0.98763888616334006 1.1580974751342081 1.8085044789771461 0.49999999999999961 1 0.14799476955312046 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97123299999999979
ARC jac_warm plan15 0.5 8 12 1.5177022757222824 1.5841307436547978 1.5509165096885402 6.193499097745268 6.2763367528163601 0.49999999999999833 1 0.029198681023134651 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0349699999999997
SUMMARY value_cold resonant 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm resonant 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold resonant 0.5 287 287 135 152 152 0 13 0.98137999999999959 2.0288589999999984 1.5373850000000009 1.7168090000000007 0.26873500000000006 3.1030690000000005 3.512325000000001
ARC value_cold resonant 0.5 0 1 0.58456339397660351 0.60229857765545392 0.59343098581602871 6.2506944251541086 6.2970832937672219 0.5 1 0.0022473850795605068 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.9924599999999999
ARC value_cold resonant 0.5 1 5 0.89272238722220432 0.89285728622761085 0.89278983672490764 3.333287670281067 3.4704041548387474 0.4999999999995885 3 0.00055611029119293778 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.5556350000000001
ARC value_cold resonant 0.5 2 6 0.89285728622761085 0.89362903934338711 0.89324316278549898 3.2065223656863062 3.5874692369158336 0.5 3 0.0014282270785900644 1 5 5 3 2 2 0 2 64 11 32 0 nan nan nan nan nan nan nan nan 0.12234099999999999
ARC value_cold resonant 0.5 3 7 0.89362903934338711 0.90000000000000002 0.89681451967169357 2.8275810567513315 3.8908774602658815 0.5 2 0.0018425565018040894 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15819
ARC value_cold resonant 0.5 4 8 0.90000000000000002 0.93677237646692391 0.91838618823346196 2.0172678517479938 4.3779560148061041 0.5 4 0.026120903656721924 1 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.632552
ARC value_cold resonant 0.5 5 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 1.7854271176553578 3.4338012894598822 0.5 1 0.04904089665443221 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97377100000000016
ARC value_cold resonant 0.5 6 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 3.8870315298259741 4.2211234316426882 0.5 1 0.0077692043783739147 1 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0808279999999999
ARC value_cold resonant 0.5 7 10 0.93769585069909211 0.93978051010252206 0.93873818040080703 1.775655019915463 3.2317126514035728 0.49999999999997335 1 0.046581533627988711 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51665400000000006
ARC value_cold resonant 0.5 8 11 0.93978051010252206 0.96494059813101551 0.95236055411676879 1.7383614454477019 2.5366967513678484 0.5 2 0.037641042364713023 1 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.60743899999999995
ARC value_cold resonant 0.5 9 14 1.2570172376165298 1.2890105099961544 1.2730138738063421 6.2345833674256426 6.304044191965497 0.5 1 0.0088737623992689169 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97552400000000006
SUMMARY value_warm resonant 0.5 287 287 135 152 152 0 13 0.96815300000000026 2.0317300000000009 1.5367669999999998 1.7019300000000002 0.26956600000000014 3.1077920000000003 3.481557
ARC value_warm resonant 0.5 0 1 0.58456339397660351 0.60229857765545392 0.59343098581602871 6.2506944251541086 6.2970832937672219 0.5 1 0.0022473850795605068 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0123499999999999
ARC value_warm resonant 0.5 1 5 0.89272238722220432 0.89285728622761085 0.89278983672490764 3.333287670281067 3.4704041548387474 0.4999999999995885 3 0.00055611029119293778 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51537100000000002
ARC value_warm resonant 0.5 2 6 0.89285728622761085 0.89362903934338711 0.89324316278549898 3.2065223656863062 3.5874692369158336 0.5 3 0.0014282270785900644 1 5 5 3 2 2 0 2 64 11 32 0 nan nan nan nan nan nan nan nan 0.11318699999999998
ARC value_warm resonant 0.5 3 7 0.89362903934338711 0.90000000000000002 0.89681451967169357 2.8275810567513315 3.8908774602658815 0.5 2 0.0018425565018040894 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15906799999999999
ARC value_warm resonant 0.5 4 8 0.90000000000000002 0.93677237646692391 0.91838618823346196 2.0172678517479938 4.3779560148061041 0.5 4 0.026120903656721924 1 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.66360399999999986
ARC value_warm resonant 0.5 5 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 1.7854271176553578 3.4338012894598822 0.5 1 0.04904089665443221 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97237900000000022
ARC value_warm resonant 0.5 6 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 3.8870315298259741 4.2211234316426882 0.5 1 0.0077692043783739147 1 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.015209
ARC value_warm resonant 0.5 7 10 0.93769585069909211 0.93978051010252206 0.93873818040080703 1.775655019915463 3.2317126514035728 0.49999999999997335 1 0.046581533627988711 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.53130499999999992
ARC value_warm resonant 0.5 8 11 0.93978051010252206 0.96494059813101551 0.95236055411676879 1.7383614454477019 2.5366967513678484 0.5 2 0.037641042364713023 1 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.63835799999999998
ARC value_warm resonant 0.5 9 14 1.2570172376165298 1.2890105099961544 1.2730138738063421 6.2345833674256426 6.304044191965497 0.5 1 0.0088737623992689169 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96851799999999988
SUMMARY jac_cold resonant 0.5 287 287 135 152 152 0 13 0.99707999999999963 2.044655000000001 1.5512570000000014 1.7373149999999997 0.2705809999999999 3.1447900000000009 3.5371229999999998
ARC jac_cold resonant 0.5 0 1 0.58456339397660351 0.60229857765545392 0.59343098581602871 6.2506944251541086 6.2970832937672219 0.5 1 0.0022473850795605068 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97460600000000008
ARC jac_cold resonant 0.5 1 5 0.89272238722220432 0.89285728622761085 0.89278983672490764 3.333287670281067 3.4704041548387474 0.4999999999995885 3 0.00055611029119293778 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.55784600000000006
ARC jac_cold resonant 0.5 2 6 0.89285728622761085 0.89362903934338711 0.89324316278549898 3.2065223656863062 3.5874692369158336 0.5 3 0.0014282270785900644 1 5 5 3 2 2 0 2 64 11 32 0 nan nan nan nan nan nan nan nan 0.11225099999999999
ARC jac_cold resonant 0.5 3 7 0.89362903934338711 0.90000000000000002 0.89681451967169357 2.8275810567513315 3.8908774602658815 0.5 2 0.0018425565018040894 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15835199999999999
ARC jac_cold resonant 0.5 4 8 0.90000000000000002 0.93677237646692391 0.91838618823346196 2.0172678517479938 4.3779560148061041 0.5 4 0.026120903656721924 1 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.62989100000000009
ARC jac_cold resonant 0.5 5 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 1.7854271176553578 3.4338012894598822 0.5 1 0.04904089665443221 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0717269999999999
ARC jac_cold resonant 0.5 6 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 3.8870315298259741 4.2211234316426882 0.5 1 0.0077692043783739147 1 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0158160000000001
ARC jac_cold resonant 0.5 7 10 0.93769585069909211 0.93978051010252206 0.93873818040080703 1.775655019915463 3.2317126514035728 0.49999999999997335 1 0.046581533627988711 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51707900000000007
ARC jac_cold resonant 0.5 8 11 0.93978051010252206 0.96494059813101551 0.95236055411676879 1.7383614454477019 2.5366967513678484 0.5 2 0.037641042364713023 1 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.60667599999999999
ARC jac_cold resonant 0.5 9 14 1.2570172376165298 1.2890105099961544 1.2730138738063421 6.2345833674256426 6.304044191965497 0.5 1 0.0088737623992689169 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0376690000000002
SUMMARY jac_warm resonant 0.5 287 287 135 152 152 0 13 0.96326100000000003 2.0555040000000022 1.5350269999999997 1.6917970000000002 0.27317300000000011 3.1356010000000016 3.4721989999999989
ARC jac_warm resonant 0.5 0 1 0.58456339397660351 0.60229857765545392 0.59343098581602871 6.2506944251541086 6.2970832937672219 0.5 1 0.0022473850795605068 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.96866299999999994
ARC jac_warm resonant 0.5 1 5 0.89272238722220432 0.89285728622761085 0.89278983672490764 3.333287670281067 3.4704041548387474 0.4999999999995885 3 0.00055611029119293778 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52031900000000009
ARC jac_warm resonant 0.5 2 6 0.89285728622761085 0.89362903934338711 0.89324316278549898 3.2065223656863062 3.5874692369158336 0.5 3 0.0014282270785900644 1 5 5 3 2 2 0 2 64 11 32 0 nan nan nan nan nan nan nan nan 0.144514
ARC jac_warm resonant 0.5 3 7 0.89362903934338711 0.90000000000000002 0.89681451967169357 2.8275810567513315 3.8908774602658815 0.5 2 0.0018425565018040894 1 7 7 4 3 3 0 3 64 6 32 0 nan nan nan nan nan nan nan nan 0.15920200000000001
ARC jac_warm resonant 0.5 4 8 0.90000000000000002 0.93677237646692391 0.91838618823346196 2.0172678517479938 4.3779560148061041 0.5 4 0.026120903656721924 1 28 28 13 15 15 0 13 64 1 15 0 nan nan nan nan nan nan nan nan 0.63261100000000026
ARC jac_warm resonant 0.5 5 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 1.7854271176553578 3.4338012894598822 0.5 1 0.04904089665443221 1 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97332300000000016
ARC jac_warm resonant 0.5 6 9 0.93677237646692391 0.93769585069909211 0.93723411358300801 3.8870315298259741 4.2211234316426882 0.5 1 0.0077692043783739147 1 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.081801
ARC jac_warm resonant 0.5 7 10 0.93769585069909211 0.93978051010252206 0.93873818040080703 1.775655019915463 3.2317126514035728 0.49999999999997335 1 0.046581533627988711 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.52023599999999992
ARC jac_warm resonant 0.5 8 11 0.93978051010252206 0.96494059813101551 0.95236055411676879 1.7383614454477019 2.5366967513678484 0.5 2 0.037641042364713023 1 27 27 13 14 14 0 12 64 1 15 0 nan nan nan nan nan nan nan nan 0.61357500000000009
ARC jac_warm resonant 0.5 9 14 1.2570172376165298 1.2890105099961544 1.2730138738063421 6.2345833674256426 6.304044191965497 0.5 1 0.0088737623992689169 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.99355599999999999
SUMMARY value_cold close-binary 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_warm close-binary 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SUMMARY value_cold close-binary 0.5 273 273 128 145 145 0 13 0.93831799999999987 1.9606830000000002 1.4745029999999992 1.6468839999999998 0.25807100000000005 2.9673130000000003 3.3890360000000004
ARC value_cold close-binary 0.5 0 1 0.30590203827431944 0.31827053034038488 0.31208628430735219 6.2729753951109331 6.318976026628393 0.49999999999999778 1 0.0062194724148926664 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0362070000000001
ARC value_cold close-binary 0.5 1 4 0.68254535551841078 0.68948829131206057 0.68601682341523573 2.841857197023951 3.092973387041007 0.49999999999999201 2 0.028182044641381965 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.5661179999999999
ARC value_cold close-binary 0.5 2 5 0.68948829131206057 0.7453559924999299 0.71742214190599518 2.5982542046406567 3.2971334298738215 0.499999999999999 2 0.065095990139510715 1 9 9 5 4 4 0 3 64 6 21 0 nan nan nan nan nan nan nan nan 0.230626
ARC value_cold close-binary 0.5 3 6 0.7453559924999299 0.75331945704523851 0.7493377247725842 2.5907223038418907 3.2010841884730361 0.5 4 0.011790514058241067 1 1 1 1 0 0 0 0 64 64 64 0 nan nan nan nan nan nan nan nan 0.022661000000000001
ARC value_cold close-binary 0.5 4 7 0.75331945704523851 0.760059376350814 0.75668941669802625 2.6735669055071942 3.0626097820350831 0.5 2 0.024556509858067222 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51490900000000006
ARC value_cold close-binary 0.5 5 10 1.120318699131607 1.1579003749167567 1.1391095370241819 5.2752616012456812 5.4049998563821608 0.49999999999999706 1 0.004656280369112197 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.94339800000000007
ARC value_cold close-binary 0.5 6 11 1.1579003749167567 1.3221061091020103 1.2400032420093834 0.47001449532006279 0.64717933390061566 0.49999999999999933 1 0.043284300051756146 0 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.013037
ARC value_cold close-binary 0.5 7 11 1.1579003749167567 1.3221061091020103 1.2400032420093834 5.4568838810648854 5.7435829149800854 0.49999999999999933 1 0.031157493386283517 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 1.0140099999999999
ARC value_cold close-binary 0.5 8 12 1.3221061091020103 1.3989509981101473 1.3605285536060787 5.8416613505270334 6.5599346817221562 0.49999999999999856 1 0.43211750567234714 0 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0153830000000001
SUMMARY value_warm close-binary 0.5 273 273 128 145 145 0 13 0.92574699999999999 1.9237049999999993 1.4596829999999998 1.6016150000000002 0.25333900000000004 2.9089839999999998 3.332033
ARC value_warm close-binary 0.5 0 1 0.30590203827431944 0.31827053034038488 0.31208628430735219 6.2729753951109331 6.318976026628393 0.49999999999999778 1 0.0062194724148926664 0 43 43 20 23 23 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.97386600000000023
ARC value_warm close-binary 0.5 1 4 0.68254535551841078 0.68948829131206057 0.68601682341523573 2.841857197023951 3.092973387041007 0.49999999999999201 2 0.028182044641381965 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.55970399999999998
ARC value_warm close-binary 0.5 2 5 0.68948829131206057 0.7453559924999299 0.71742214190599518 2.5982542046406567 3.2971334298738215 0.499999999999999 2 0.065095990139510715 1 9 9 5 4 4 0 3 64 6 21 0 nan nan nan nan nan nan nan nan 0.20214799999999997
ARC value_warm close-binary 0.5 3 6 0.7453559924999299 0.75331945704523851 0.7493377247725842 2.5907223038418907 3.2010841884730361 0.5 4 0.011790514058241067 1 1 1 1 0 0 0 0 64 64 64 0 nan nan nan nan nan nan nan nan 0.022669000000000002
ARC value_warm close-binary 0.5 4 7 0.75331945704523851 0.760059376350814 0.75668941669802625 2.6735669055071942 3.0626097820350831 0.5 2 0.024556509858067222 1 23 23 11 12 12 0 12 64 1 32 0 nan nan nan nan nan nan nan nan 0.51508500000000002
ARC value_warm close-binary 0.5 5 10 1.120318699131607 1.1579003749167567 1.1391095370241819 5.2752616012456812 5.4049998563821608 0.49999999999999706 1 0.004656280369112197 0 42 42 20 22 22 0 12 64 1 11 0 nan nan nan nan nan nan nan nan 0.9646809999999999
ARC value_warm close-binary 0.5 6 11 1.1579003749167567 1.3221061091020103 1.2400032420093834 0.47001449532006279 0.64717933390061566 0.49999999999999933 1 0.043284300051756146 0 45 45 20 25 25 0 13 64 1 11 0 nan nan nan nan nan nan nan nan 1.0364180000000001
